,location_key,date,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_vaccine_doses_administered,population,population_density,human_development_index,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate
367,AR,2021-01-02,Argentina,7767.0,166.0,1670634.0,46688.0,20334.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,27.740741,147.086,79.483,26.6,15.8
368,AR,2021-01-03,Argentina,4934.0,157.0,1675568.0,46845.0,20529.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,21.95679,147.086,79.483,26.6,15.8
369,AR,2021-01-04,Argentina,13953.0,157.0,1689521.0,47002.0,25164.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.894444,147.086,79.483,26.6,15.8
370,AR,2021-01-05,Argentina,14085.0,160.0,1703606.0,47162.0,29852.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,20.104938,147.086,79.483,26.6,15.8
371,AR,2021-01-06,Argentina,14496.0,131.0,1718102.0,47293.0,34162.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,20.919753,147.086,79.483,26.6,15.8
372,AR,2021-01-07,Argentina,13722.0,160.0,1731824.0,47453.0,42092.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.122222,147.086,79.483,26.6,15.8
373,AR,2021-01-08,Argentina,13932.0,162.0,1745756.0,47615.0,54090.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,22.833333,147.086,79.483,26.6,15.8
374,AR,2021-01-09,Argentina,9959.0,158.0,1755715.0,47773.0,58552.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,22.728395,147.086,79.483,26.6,15.8
375,AR,2021-01-10,Argentina,5174.0,165.0,1760889.0,47938.0,59043.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.895062,147.086,79.483,26.6,15.8
376,AR,2021-01-11,Argentina,13076.0,170.0,1773965.0,48108.0,67496.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,22.822222,147.086,79.483,26.6,15.8
377,AR,2021-01-12,Argentina,12787.0,172.0,1786752.0,48280.0,75681.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,20.866667,147.086,79.483,26.6,15.8
378,AR,2021-01-13,Argentina,13374.0,155.0,1800126.0,48435.0,82837.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.622222,147.086,79.483,26.6,15.8
379,AR,2021-01-14,Argentina,12131.0,149.0,1812257.0,48584.0,89912.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.244444,147.086,79.483,26.6,15.8
380,AR,2021-01-15,Argentina,11384.0,191.0,1823641.0,48775.0,97355.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.135802,147.086,79.483,26.6,15.8
381,AR,2021-01-16,Argentina,8426.0,174.0,1832067.0,48949.0,99874.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,20.777778,147.086,79.483,26.6,15.8
382,AR,2021-01-17,Argentina,4951.0,180.0,1837018.0,49129.0,100339.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,21.011111,147.086,79.483,26.6,15.8
383,AR,2021-01-18,Argentina,12019.0,186.0,1849037.0,49315.0,104504.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.666667,147.086,79.483,26.6,15.8
384,AR,2021-01-19,Argentina,12038.0,170.0,1861075.0,49485.0,110155.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.922222,147.086,79.483,26.6,15.8
385,AR,2021-01-20,Argentina,11380.0,194.0,1872455.0,49679.0,118646.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.246914,147.086,79.483,26.6,15.8
386,AR,2021-01-21,Argentina,10402.0,219.0,1882857.0,49898.0,124635.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.729167,147.086,79.483,26.6,15.8
387,AR,2021-01-22,Argentina,9964.0,184.0,1892821.0,50082.0,128560.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,27.083333,147.086,79.483,26.6,15.8
388,AR,2021-01-23,Argentina,6677.0,176.0,1899498.0,50258.0,130257.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,28.388889,147.086,79.483,26.6,15.8
389,AR,2021-01-24,Argentina,3770.0,192.0,1903268.0,50450.0,130385.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,27.993827,147.086,79.483,26.6,15.8
390,AR,2021-01-25,Argentina,10045.0,184.0,1913313.0,50634.0,136432.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,28.127778,147.086,79.483,26.6,15.8
391,AR,2021-01-26,Argentina,10304.0,191.0,1923617.0,50825.0,141966.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,26.266667,147.086,79.483,26.6,15.8
392,AR,2021-01-27,Argentina,9888.0,189.0,1933505.0,51014.0,146224.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,26.822222,147.086,79.483,26.6,15.8
393,AR,2021-01-28,Argentina,9265.0,168.0,1942770.0,51182.0,153122.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.805556,147.086,79.483,26.6,15.8
394,AR,2021-01-29,Argentina,8722.0,152.0,1951492.0,51334.0,163197.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.172222,147.086,79.483,26.6,15.8
395,AR,2021-01-30,Argentina,6385.0,167.0,1957877.0,51501.0,167354.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,19.530864,147.086,79.483,26.6,15.8
396,AR,2021-01-31,Argentina,3915.0,148.0,1961792.0,51649.0,167611.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,16.611111,147.086,79.483,26.6,15.8
397,AR,2021-02-01,Argentina,8937.0,161.0,1970729.0,51810.0,176063.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,17.512346,147.086,79.483,26.6,15.8
398,AR,2021-02-02,Argentina,9149.0,161.0,1979878.0,51971.0,186296.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,18.533333,147.086,79.483,26.6,15.8
399,AR,2021-02-03,Argentina,8659.0,154.0,1988537.0,52125.0,197780.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,20.5,147.086,79.483,26.6,15.8
400,AR,2021-02-04,Argentina,8113.0,165.0,1996650.0,52290.0,209559.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,22.233333,147.086,79.483,26.6,15.8
401,AR,2021-02-05,Argentina,7688.0,166.0,2004338.0,52456.0,223224.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.166667,147.086,79.483,26.6,15.8
402,AR,2021-02-06,Argentina,5120.0,147.0,2009458.0,52603.0,227709.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.518519,147.086,79.483,26.6,15.8
403,AR,2021-02-07,Argentina,2910.0,158.0,2012368.0,52761.0,228279.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.753086,147.086,79.483,26.6,15.8
404,AR,2021-02-08,Argentina,7383.0,120.0,2019751.0,52881.0,238001.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,19.25,147.086,79.483,26.6,15.8
405,AR,2021-02-09,Argentina,7761.0,138.0,2027512.0,53019.0,246347.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,19.135802,147.086,79.483,26.6,15.8
406,AR,2021-02-10,Argentina,7122.0,156.0,2034634.0,53175.0,252792.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,16.513889,147.086,79.483,26.6,15.8
407,AR,2021-02-11,Argentina,7167.0,125.0,2041801.0,53300.0,260187.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,17.180877430420715,147.086,79.483,26.6,15.8
408,AR,2021-02-12,Argentina,7184.0,122.0,2048985.0,53422.0,266804.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,17.180877430420715,147.086,79.483,26.6,15.8
409,AR,2021-02-13,Argentina,4902.0,148.0,2053887.0,53570.0,268110.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.759259,147.086,79.483,26.6,15.8
410,AR,2021-02-14,Argentina,2716.0,126.0,2056603.0,53696.0,268175.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.372222,147.086,79.483,26.6,15.8
411,AR,2021-02-15,Argentina,3890.0,142.0,2060493.0,53838.0,268739.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,21.716049,147.086,79.483,26.6,15.8
412,AR,2021-02-16,Argentina,3550.0,105.0,2064043.0,53943.0,269314.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,21.816667,147.086,79.483,26.6,15.8
413,AR,2021-02-17,Argentina,7890.0,131.0,2071933.0,54074.0,279766.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.072222,147.086,79.483,26.6,15.8
414,AR,2021-02-18,Argentina,7858.0,145.0,2079791.0,54219.0,307412.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.994444,147.086,79.483,26.6,15.8
415,AR,2021-02-19,Argentina,7482.0,133.0,2087273.0,54352.0,337025.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,20.123457,147.086,79.483,26.6,15.8
416,AR,2021-02-20,Argentina,4884.0,115.0,2092157.0,54467.0,351450.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.166667,147.086,79.483,26.6,15.8
417,AR,2021-02-21,Argentina,2981.0,131.0,2095138.0,54598.0,360572.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,26.845679,147.086,79.483,26.6,15.8
418,AR,2021-02-22,Argentina,7421.0,138.0,2102559.0,54736.0,389916.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.876543,147.086,79.483,26.6,15.8
419,AR,2021-02-23,Argentina,7131.0,129.0,2109690.0,54865.0,428144.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.444444,147.086,79.483,26.6,15.8
420,AR,2021-02-24,Argentina,7017.0,118.0,2116707.0,54983.0,469262.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.65,147.086,79.483,26.6,15.8
421,AR,2021-02-25,Argentina,7030.0,129.0,2123737.0,55112.0,504235.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.185185,147.086,79.483,26.6,15.8
422,AR,2021-02-26,Argentina,6669.0,108.0,2130406.0,55220.0,540391.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.802469,147.086,79.483,26.6,15.8
423,AR,2021-02-27,Argentina,4540.0,115.0,2134946.0,55335.0,548570.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.728395,147.086,79.483,26.6,15.8
424,AR,2021-02-28,Argentina,2553.0,117.0,2137499.0,55452.0,551500.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.302469,147.086,79.483,26.6,15.8
425,AR,2021-03-01,Argentina,7466.0,123.0,2144965.0,55575.0,584867.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.623457,147.086,79.483,26.6,15.8
426,AR,2021-03-02,Argentina,7245.0,141.0,2152210.0,55716.0,618243.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.308642,147.086,79.483,26.6,15.8
427,AR,2021-03-03,Argentina,7505.0,122.0,2159715.0,55838.0,649765.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.919753,147.086,79.483,26.6,15.8
428,AR,2021-03-04,Argentina,7120.0,112.0,2166835.0,55950.0,699163.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.919753,147.086,79.483,26.6,15.8
429,AR,2021-03-05,Argentina,7199.0,140.0,2174034.0,56090.0,748537.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,24.166667,147.086,79.483,26.6,15.8
430,AR,2021-03-06,Argentina,4757.0,94.0,2178791.0,56184.0,773432.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.030864,147.086,79.483,26.6,15.8
431,AR,2021-03-07,Argentina,2737.0,107.0,2181528.0,56291.0,778614.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.962963,147.086,79.483,26.6,15.8
432,AR,2021-03-08,Argentina,7188.0,121.0,2188716.0,56412.0,823142.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.401235,147.086,79.483,26.6,15.8
433,AR,2021-03-09,Argentina,7402.0,136.0,2196118.0,56548.0,873252.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.783951,147.086,79.483,26.6,15.8
434,AR,2021-03-10,Argentina,7990.0,124.0,2204108.0,56672.0,943649.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,25.345679,147.086,79.483,26.6,15.8
435,AR,2021-03-11,Argentina,7918.0,122.0,2212026.0,56794.0,1023899.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.333333,147.086,79.483,26.6,15.8
436,AR,2021-03-12,Argentina,7892.0,146.0,2219918.0,56940.0,1093285.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,21.5,147.086,79.483,26.6,15.8
437,AR,2021-03-13,Argentina,5186.0,114.0,2225104.0,57054.0,1113379.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,23.322222,147.086,79.483,26.6,15.8
438,AR,2021-03-14,Argentina,3079.0,108.0,2228183.0,57162.0,1117293.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,21.3,147.086,79.483,26.6,15.8
439,AR,2021-03-15,Argentina,8125.0,132.0,2236308.0,57294.0,1176173.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,20.833333,147.086,79.483,26.6,15.8
440,AR,2021-03-16,Argentina,8521.0,104.0,2244829.0,57398.0,1233861.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,19.927778,147.086,79.483,26.6,15.8
441,AR,2021-03-17,Argentina,8217.0,117.0,2253046.0,57515.0,1293769.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,17.061111,147.086,79.483,26.6,15.8
442,AR,2021-03-18,Argentina,7941.0,115.0,2260987.0,57630.0,1352968.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,14.648148,147.086,79.483,26.6,15.8
443,AR,2021-03-19,Argentina,8332.0,123.0,2269319.0,57753.0,1407064.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,17.111111,147.086,79.483,26.6,15.8
444,AR,2021-03-20,Argentina,5854.0,129.0,2275173.0,57882.0,1428820.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,18.611111,147.086,79.483,26.6,15.8
445,AR,2021-03-21,Argentina,3214.0,91.0,2278387.0,57973.0,1437193.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,18.067901,147.086,79.483,26.6,15.8
446,AR,2021-03-22,Argentina,10050.0,144.0,2288437.0,58117.0,1473049.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,19.104938,147.086,79.483,26.6,15.8
447,AR,2021-03-23,Argentina,10720.0,139.0,2299157.0,58256.0,1518851.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,20.635802,147.086,79.483,26.6,15.8
448,AR,2021-03-24,Argentina,7130.0,150.0,2306287.0,58406.0,1535285.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,21.679012,147.086,79.483,26.6,15.8
449,AR,2021-03-25,Argentina,11530.0,133.0,2317817.0,58539.0,1580864.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,20.993827,147.086,79.483,26.6,15.8
450,AR,2021-03-26,Argentina,13069.0,132.0,2330886.0,58671.0,1622992.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,16.259259,147.086,79.483,26.6,15.8
451,AR,2021-03-27,Argentina,9526.0,120.0,2340412.0,58791.0,1648580.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,15.527778,147.086,79.483,26.6,15.8
452,AR,2021-03-28,Argentina,5850.0,137.0,2346262.0,58928.0,1657969.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,16.123457,147.086,79.483,26.6,15.8
453,AR,2021-03-29,Argentina,14762.0,160.0,2361024.0,59088.0,1712129.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,17.932099,147.086,79.483,26.6,15.8
454,AR,2021-03-30,Argentina,15980.0,146.0,2377004.0,59234.0,1786262.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,19.709877,147.086,79.483,26.6,15.8
455,AR,2021-03-31,Argentina,17132.0,160.0,2394136.0,59394.0,1865101.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,19.54321,147.086,79.483,26.6,15.8
456,AR,2021-04-01,Argentina,14294.0,135.0,2408430.0,59529.0,1918764.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,19.027778,147.086,79.483,26.6,15.8
457,AR,2021-04-02,Argentina,11233.0,176.0,2419663.0,59705.0,1949576.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,19.91358,147.086,79.483,26.6,15.8
458,AR,2021-04-03,Argentina,13333.0,180.0,2432996.0,59885.0,1983975.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,20.987654,147.086,79.483,26.6,15.8
459,AR,2021-04-04,Argentina,9129.0,185.0,2442125.0,60070.0,2006377.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,22.080247,147.086,79.483,26.6,15.8
460,AR,2021-04-05,Argentina,23213.0,190.0,2465338.0,60260.0,2082777.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,22.851852,147.086,79.483,26.6,15.8
461,AR,2021-04-06,Argentina,25198.0,211.0,2490536.0,60471.0,2171084.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,22.67284,147.086,79.483,26.6,15.8
462,AR,2021-04-07,Argentina,26227.0,238.0,2516763.0,60709.0,2279305.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,22.361111,147.086,79.483,26.6,15.8
463,AR,2021-04-08,Argentina,26122.0,233.0,2542885.0,60942.0,2383498.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,22.994444,147.086,79.483,26.6,15.8
464,AR,2021-04-09,Argentina,25891.0,208.0,2568776.0,61150.0,2486720.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,19.395062,147.086,79.483,26.6,15.8
465,AR,2021-04-10,Argentina,18329.0,268.0,2587105.0,61418.0,2526403.0,44938712.0,16.515,0.825,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,8.8,2.5996,3.9901,16.074074,147.086,79.483,26.6,15.8
